STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,TOTPHYS,F_TOTPHY,OTHPHYS,F_OTHPHY,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,ODFINE,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,OTHPHCIR,F_OTHPCR,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,K0_5PRO,K6_11PRO,YAPRO,F_YAPRO,ADULTPRO,GENPRO,ONPRO,OFFPRO,VIRPRO,TOTATTEN,F_TOTATT,K0_5ATTEN,K6_11ATTEN,YAATTEN,F_YAATT,ADULTATTEN,GENATTEN,ONATTEN,OFFATTEN,VIRATTEN,TOTPRES,TOTVIEWS,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,PITUSRRPT,WIFISESS,F_WIFISS,WIFISRPT,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,LSAGEOID,LSAGEORATIO,LSAGEOTYPE,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
KS,KS0090,KS0083,EMPORIA PUBLIC LIBRARY,110 E. SIXTH AVENUE,EMPORIA,66801,3922,110 E. 6TH AVE,EMPORIA,66801,3922,LYON,6203406462,ME,CI,MO,Y,CO1,N,01/01/2023,12/31/2023,28368,R_23,28368,1,R_23,0,R_23,1,R_23,6.75,R_23,6.75,R_23,9.2,R_23,15.95,R_23,1258429,R_23,8531,R_23,204,R_23,12632,R_23,1279796,R_23,624098,R_23,193948,R_23,818046,R_23,84244,R_23,10019,R_23,21427,R_23,115690,R_23,310657,R_23,1244393,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,23423,R_23,49875,R_23,481528,R_23,1208,R_23,58557,R_23,7186,R_23,0,R_23,60225,R_23,1956,R_23,0,R_23,82,R_23,82,R_23,3356,R_23,55629,R_23,CT,1420,R_23,ES,8588,R_23,N,135367,R_23,39937,R_23,36838,R_23,98529,R_23,947,R_23,37785,R_23,136314,R_23,122,R_23,1736,R_23,4624,R_23,656,R_23,352,171,12,R_23,102,19,401,255,0,13905,R_23,7222,5243,190,R_23,771,479,7443,6462,0,0,0,13,R_23,14990,R_23,CT,186907,R_23,CT,36217,2024,04,1,00,00,00,-96.17850799,38.40500461,20111,0.882,COUNTY,32172,33,33,20111000101,201110001012033,2002,21380,1,E,100,POINTADDRESS
KS,KS0091,KS0200,MANHATTAN PUBLIC LIBRARY,629 POYNTZ AVENUE,MANHATTAN,66502,6086,629 POYNTZ AVENUE,MANHATTAN,66502,6086,RILEY,7857764741,HQ,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,53829,R_23,53829,1,R_23,0,R_23,0,R_23,10.7,R_23,21.68,R_23,22.98,R_23,44.66,R_23,3575500,R_23,27934,R_23,4788,R_23,466648,R_23,4074870,R_23,1926412,R_23,633214,R_23,2559626,R_23,155213,R_23,254863,R_23,38472,R_23,448548,R_23,902686,R_23,3910860,R_23,0,R_23,0,R_23,0,R_23,143566,R_23,143566,R_23,0,R_23,116712,R_23,1352175,R_23,5695,R_23,672893,R_23,9859,R_23,60495,R_23,133757,R_23,1491,R_23,16,R_23,82,R_23,98,R_23,3796,R_23,371210,R_23,CT,33409,R_23,ES,28340,R_23,N,661543,R_23,274855,R_23,197767,R_23,463776,R_23,174714,R_23,372481,R_23,836257,R_23,9581,R_23,2649,R_23,2970,R_23,515,R_23,215,98,60,R_23,134,8,446,68,1,15283,R_23,6805,5190,626,R_23,1762,900,10456,4819,8,2,225,43,R_23,27158,R_23,CT,17631,R_23,CT,453525,2024,04,1,00,00,00,-96.56627511,39.17896172,2044250,0.995,PLACE,71402,13,13,20161000802,201610008022022,2001,31740,0,E,100,POINTADDRESS
KS,KS0092,KS0062,CORNING CITY LIBRARY,6221 5TH ST.,CORNING,66417,8485,6221 5TH ST.,CORNING,66417,8485,NEMAHA,7858682755,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,213,R_23,213,1,R_23,0,R_23,0,R_23,0,R_23,0.38,R_23,0,R_23,0.38,R_23,0,R_23,9501,R_23,0,R_23,0,IB23,9501,IT23,-9,H_23,-9,H_23,-9,H_23,1819,R_23,0,R_23,0,R_23,1819,R_23,-9,H_23,17666,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,5353,R_23,1244434,R_23,17,R_23,654290,R_23,621,R_23,28947,R_23,5995,R_23,4,R_23,0,R_23,82,R_23,82,R_23,780,R_23,968,R_23,CT,849,IG22,M,159,R_23,N,457,R_23,310,R_23,3,R_23,454,R_23,2546,R_23,2549,R_23,3003,R_23,0,R_23,32,R_23,417,R_23,35,R_23,12,20,3,R_23,0,0,35,0,0,68,R_23,18,36,14,R_23,0,0,68,0,0,-1,-1,3,R_23,180,R_23,CT,-1,U_23,M,187,2024,04,2,00,00,00,-96.03133803,39.65730746,2015725,1.005,PLACE,10114,43,43,20131480300,201314803002129,2002,-4,N,E,100,POINTADDRESS
KS,KS0093,KS0314,WETMORE PUBLIC LIBRARY,328 2ND ST.,WETMORE,66550,9618,PO BOX 126,WETMORE,66550,M,NEMAHA,7858662250,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,341,R_23,341,1,R_23,0,R_23,0,R_23,0,R_23,0.8,R_23,0.05,R_23,0.85,R_23,4077,R_23,21222,R_23,524,R_23,17286,R_23,43109,R_23,-9,H_23,-9,H_23,-9,H_23,5486,R_23,300,R_23,239,R_23,6025,R_23,-9,H_23,38376,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,9825,R_23,1244434,R_23,426,R_23,654290,R_23,1400,R_23,28947,R_23,11820,R_23,169,R_23,2,R_23,82,R_23,84,R_23,1664,R_23,2945,R_23,CT,3009,R_23,CT,329,R_23,N,3509,R_23,1058,R_23,237,R_23,3272,R_23,2546,R_23,2783,R_23,6055,R_23,37,R_23,1238,R_23,2218,R_23,76,R_23,31,10,10,R_23,20,5,76,0,0,755,R_23,70,91,47,R_23,198,349,755,0,0,0,0,4,R_23,1063,R_23,ES,-1,U_23,M,746,2024,04,1,00,00,00,-95.81063531,39.63195024,2077550,0.98,PLACE,10114,43,43,20131480300,201314803001223,2002,-4,N,E,100,POINTADDRESS
KS,KS0094,KS0268,RICHMOND PUBLIC LIBRARY,107 E. CENTRAL,RICHMOND,66080,4035,107 E. CENTRAL,RICHMOND,66080,4035,FRANKLIN,7858356163,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,446,R_23,446,1,R_23,0,R_23,0,R_23,0,R_23,0.75,R_23,0.08,R_23,0.83,R_23,18331,R_23,15571,R_23,177,R_23,13000,R_23,47079,R_23,-9,H_23,-9,H_23,-9,H_23,3768,R_23,609,R_23,1732,R_23,6109,R_23,-9,H_23,47232,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,5851,R_23,1244434,R_23,60,R_23,654290,R_23,2137,R_23,28947,R_23,8114,R_23,66,R_23,2,R_23,82,R_23,84,R_23,1560,R_23,4500,R_23,CT,983,R_23,CT,246,R_23,N,3796,R_23,1379,R_23,319,R_23,3477,R_23,2546,R_23,2865,R_23,6342,R_23,2044,R_23,739,R_23,1527,R_23,160,R_23,56,36,34,R_23,29,5,160,0,0,885,R_23,376,218,81,R_23,119,91,885,0,0,0,0,7,R_23,1883,R_23,CT,1618,R_23,ES,-1,2024,04,1,00,00,00,-95.25580923,38.40154544,2059675,0.972,PLACE,26125,42,42,20059954500,200599545005047,2003,36840,1,E,99.01,POINTADDRESS
KS,KS0096,KS0042,CENTRALIA COMMUNITY LIBRARY,520 4TH STREET,CENTRALIA,66415,9640,PO BOX 337,CENTRALIA,66415,M,NEMAHA,7858573331,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,486,R_23,486,1,R_23,0,R_23,0,R_23,0,R_23,0.5,R_23,0.43,R_23,0.93,R_23,37632,R_23,19386,R_23,0,R_23,12549,R_23,69567,R_23,-9,H_23,-9,H_23,-9,H_23,7747,R_23,624,R_23,327,R_23,8698,R_23,-9,H_23,54004,R_23,3013,R_23,0,R_23,0,R_23,454,R_23,3467,R_23,0,R_23,7376,R_23,397565,R_23,322,R_23,38082,R_23,777,R_23,2,R_23,8511,R_23,36,R_23,0,R_23,82,R_23,82,R_23,1742,R_23,4264,R_23,CT,92,R_23,CT,253,R_23,N,4862,R_23,1866,R_23,345,R_23,4517,R_23,0,R_23,345,R_23,4862,R_23,0,R_23,553,R_23,689,R_23,187,R_23,0,13,0,R_23,171,3,186,1,0,2317,R_23,0,554,0,R_23,863,900,2117,200,0,0,0,4,R_23,80,R_23,CT,2082,R_23,CT,1147,2024,04,1,00,00,00,-96.12995389,39.72349985,2012425,1.002,PLACE,10114,43,43,20131480300,201314803003079,2002,-4,N,E,100,POINTADDRESS
KS,KS0097,KS0318,WINCHESTER PUBLIC LIBRARY,203 FOURTH STREET,WINCHESTER,66097,4001,PO BOX 143,WINCHESTER,66097,M,JEFFERSON,9137744967,ME,CI,SO,Y,CD1,N,01/01/2023,12/31/2023,1070,R_23,1070,1,R_23,0,R_23,0,R_23,0,R_23,0.98,R_23,0.08,R_23,1.06,R_23,30858,R_23,19952,R_23,12340,R_23,4462,R_23,67612,R_23,-9,H_23,-9,H_23,-9,H_23,5399,R_23,2018,R_23,431,R_23,7848,R_23,-9,H_23,57097,R_23,0,R_23,0,R_23,0,R_23,3148,R_23,3148,R_23,15168,R_23,9414,R_23,1244434,R_23,102,R_23,654290,R_23,1386,R_23,28947,R_23,10913,R_23,11,R_23,0,R_23,82,R_23,82,R_23,1670,R_23,4581,R_23,CT,214,R_23,CT,782,R_23,N,8162,R_23,4032,R_23,1256,R_23,6906,R_23,2546,R_23,3802,R_23,10708,R_23,5,R_23,2308,R_23,1765,R_23,174,R_23,30,16,0,R_23,118,10,122,52,0,1390,R_23,295,210,0,R_23,710,175,1050,340,0,0,0,7,R_23,382,R_23,CT,-1,U_23,M,3108,2024,04,1,00,00,00,-95.26862323,39.32396257,2008735,0.982,COUNTY SUBDIVISION,18327,42,42,20087020200,200870202003094,2001,45820,0,E,100,POINTADDRESS
KS,KS0098,KS0017,BARNES READING ROOM,640 MAIN STREET,EVEREST,66424,9136,P. O. BOX 204,EVEREST,66424,M,BROWN,7855487733,ME,CI,SO,Y,CD1,N,01/01/2023,12/31/2023,465,R_23,465,1,R_23,0,R_23,0,R_23,0,R_23,0.5,R_23,0.2,R_23,0.7,R_23,11000,R_23,13532,R_23,0,R_23,1487,R_23,26019,R_23,-9,H_23,-9,H_23,-9,H_23,575,R_23,0,R_23,100,R_23,675,R_23,-9,H_23,19208,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,8640,R_23,1244434,R_23,5,R_23,654290,R_23,928,R_23,0,R_23,9573,R_23,0,R_23,0,R_23,82,R_23,82,R_23,1040,R_23,1266,R_23,CT,182,IG22,M,166,R_23,N,2471,R_23,1704,R_23,46,R_23,2425,R_23,0,R_23,46,R_23,2471,R_23,0,R_23,653,R_23,1029,R_23,72,R_23,66,2,1,R_23,0,3,38,23,11,122,R_23,58,23,5,R_23,0,36,111,0,11,0,0,2,R_23,112,R_23,ES,365,R_23,ES,326,2024,04,2,00,00,00,-95.42677197,39.67729751,2001375,0.987,COUNTY SUBDIVISION,9250,43,43,20013480800,200134808002184,2002,-4,N,E,100,POINTADDRESS
KS,KS0099,KS0078,EFFINGHAM COMMUNITY LIBRARY,414 MAIN STREET,EFFINGHAM,66023,4084,414 MAIN STREET,EFFINGHAM,66023,4084,ATCHISON,9138335881,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,485,R_23,485,1,R_23,0,R_23,0,R_23,0,R_23,0.75,R_23,0.15,R_23,0.9,R_23,24651,R_23,12365,R_23,0,R_23,5753,R_23,42769,R_23,-9,H_23,-9,H_23,-9,H_23,8920,R_23,839,R_23,1349,R_23,11108,R_23,-9,H_23,42724,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,7651,R_23,1244434,R_23,65,R_23,654289,R_23,709,R_23,28947,R_23,8438,R_23,13,R_23,0,R_23,82,R_23,82,R_23,1400,R_23,2421,R_23,CT,419,R_23,CT,351,R_23,N,4345,R_23,1950,R_23,839,R_23,3506,R_23,2755,R_23,3594,R_23,7100,R_23,65,R_23,322,R_23,1478,R_23,54,R_23,15,15,13,R_23,2,9,48,6,0,817,R_23,363,158,110,R_23,24,162,707,110,0,0,0,4,R_23,684,R_23,ES,3284,R_23,ES,745,2024,04,1,00,00,00,-95.39791585,39.52184459,2020025,0.98,PLACE,16016,43,43,20005081600,200050816002045,2002,11860,1,E,100,POINTADDRESS
KS,KS0100,KS0214,MERIDEN-OZAWKIE PUBLIC LIBRARY,"7272 K-4 HWY, STE D",MERIDEN,66512,9307,"7272 K-4 HWY, STE D",MERIDEN,66512,9307,JEFFERSON,7854843393,ME,CI,SO,Y,MP2,N,01/01/2023,12/31/2023,4431,R_23,4431,1,R_23,0,R_23,0,R_23,0,R_23,1,R_23,2.63,R_23,3.63,R_23,404394,R_23,5067,R_23,0,R_23,9047,R_23,418508,R_23,162113,R_23,17566,R_23,179679,R_23,17391,R_23,5478,R_23,14104,R_23,36973,R_23,132759,R_23,349411,R_23,37282,R_23,0,R_23,0,R_23,346652,R_23,383934,R_23,0,R_23,13349,R_23,481528,R_23,563,R_23,58557,R_23,2418,R_23,0,R_23,16418,R_23,88,R_23,0,R_23,82,R_23,82,R_23,2470,R_23,15787,R_23,CT,15002,R_23,CT,1918,R_23,N,27770,R_23,14164,R_23,4300,R_23,23470,R_23,2546,R_23,6846,R_23,30316,R_23,420,R_23,4446,R_23,4446,R_23,239,R_23,91,36,41,R_23,56,15,135,101,3,8106,R_23,2491,1716,656,R_23,557,2686,2582,5344,180,0,0,8,R_23,2390,R_23,CT,14949,R_23,CT,2464,2024,04,1,00,00,00,-95.57040896,39.17797446,M,-1,MULTI-PLACE,18327,41,41,20087020101,200870201011050,2001,45820,0,E,99,SUBADDRESS
KS,KS0101,KS0245,OVERBROOK PUBLIC LIBRARY,317 MAPLE,OVERBROOK,66524,9747,P.O. BOX 389,OVERBROOK,66524,M,OSAGE,7858629840,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,985,R_23,985,1,R_23,0,R_23,0,R_23,1,R_23,1.38,R_23,0.7,R_23,2.08,R_23,102267,R_23,24872,R_23,0,R_23,28101,R_23,155240,R_23,78224,R_23,11293,R_23,89517,R_23,11473,R_23,3071,R_23,3823,R_23,18367,R_23,37346,R_23,145230,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,15578,R_23,1244434,R_23,651,R_23,654290,R_23,5265,R_23,28947,R_23,22223,R_23,729,R_23,1,R_23,82,R_23,83,R_23,2228,R_23,7246,R_23,CT,1265,R_23,ES,1229,R_23,N,15576,R_23,5435,R_23,2041,R_23,13535,R_23,2546,R_23,4587,R_23,18122,R_23,186,R_23,4526,R_23,1987,R_23,68,R_23,49,8,0,R_23,11,0,68,0,0,1063,R_23,541,445,0,R_23,77,0,1063,0,0,0,0,11,R_23,1193,R_23,CT,10041,R_23,CT,-1,2024,04,1,00,00,00,-95.55672541,38.77773799,2053725,0.98,PLACE,15824,42,42,20139010100,201390101005038,2002,45820,0,E,99,STREETADDRESS
KS,KS0102,KS0234,NORTONVILLE PUBLIC LIBRARY,407 MAIN,NORTONVILLE,66060,4001,407 MAIN,NORTONVILLE,66060,4001,JEFFERSON,9138862060,ME,CI,SO,Y,CD1,N,01/01/2023,12/31/2023,852,R_23,852,1,R_23,0,R_23,0,R_23,0,R_23,0.95,R_23,0.8,R_23,1.75,R_23,89257,R_23,31335,R_23,440,R_23,16914,R_23,137946,R_23,-9,H_23,-9,H_23,-9,H_23,8740,R_23,1200,R_23,998,R_23,10938,R_23,-9,H_23,104007,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,3504,R_23,11979,R_23,1244434,R_23,236,R_23,654290,R_23,2998,R_23,28947,R_23,16004,R_23,791,R_23,0,R_23,82,R_23,82,R_23,1664,R_23,5300,R_23,ES,2000,R_23,ES,539,R_23,N,4743,R_23,2628,R_23,523,R_23,4220,R_23,2546,R_23,3069,R_23,7289,R_23,201,R_23,659,R_23,2865,R_23,121,R_23,47,24,17,R_23,28,5,119,2,0,1699,R_23,499,415,135,R_23,375,275,1627,72,0,0,0,7,R_23,2406,R_23,ES,-1,U_23,M,1673,2024,04,1,00,00,00,-95.33230566,39.41717641,2008751,0.992,COUNTY SUBDIVISION,18327,42,42,20087020200,200870202002181,2001,45820,0,E,99,POINTADDRESS
KS,KS0103,KS0032,BURLINGAME COMMUNITY LIBRARY,122 W. SANTA FE AVE,BURLINGAME,66413,1210,122 W. SANTA FE AVE,BURLINGAME,66413,1210,OSAGE,7856543400,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,956,R_23,956,1,R_23,0,R_23,0,R_23,0,R_23,1.48,R_23,0,R_23,1.48,R_23,61673,R_23,25527,R_23,10164,R_23,2449,R_23,99813,R_23,-9,H_23,-9,H_23,-9,H_23,6362,R_23,849,R_23,1672,R_23,8883,R_23,-9,H_23,91327,R_23,0,R_23,0,R_23,20100,R_23,484,R_23,20584,R_23,2968,R_23,8511,R_23,1244434,R_23,722,R_23,654290,R_23,3126,R_23,28947,R_23,12590,R_23,231,R_23,0,R_23,82,R_23,82,R_23,1664,R_23,8994,R_23,CT,2184,R_23,ES,706,R_23,N,8026,R_23,3597,R_23,349,R_23,7677,R_23,2546,R_23,2895,R_23,10572,R_23,529,R_23,1753,R_23,2168,R_23,119,R_23,6,16,31,R_23,64,2,117,2,0,1090,R_23,30,125,300,R_23,595,40,960,130,0,0,0,8,R_23,2820,R_23,CT,8578,R_23,CT,-1,2024,04,1,00,00,00,-95.83578002,38.75377744,2009350,0.985,PLACE,15824,42,42,20139010200,201390102002017,2002,45820,0,E,100,POINTADDRESS
KS,KS0104,KS0313,WELLSVILLE CITY LIBRARY,115 W. 6TH ST.,WELLSVILLE,66092,9205,P.O. BOX 517,WELLSVILLE,66092,M,FRANKLIN,7858832870,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,1930,R_23,1930,1,R_23,0,R_23,0,R_23,0,R_23,1.9,R_23,0.68,R_23,2.58,R_23,109955,R_23,24993,R_23,0,R_23,1358,R_23,136306,R_23,80057,R_23,12446,R_23,92503,R_23,8154,R_23,3565,R_23,815,R_23,12534,R_23,42448,R_23,147485,R_23,0,R_23,0,R_23,0,R_23,13191,R_23,13191,R_23,559464,R_23,19416,R_23,1244434,R_23,425,R_23,654290,R_23,2898,R_23,28947,R_23,23475,R_23,736,R_23,3,R_23,82,R_23,85,R_23,2548,R_23,15208,R_23,ES,3625,R_23,ES,1262,R_23,N,22777,R_23,13044,R_23,1585,R_23,21192,R_23,2546,R_23,4131,R_23,25323,R_23,656,R_23,3971,R_23,4751,R_23,242,R_23,58,101,4,R_23,43,36,240,2,0,2973,R_23,1006,1133,86,R_23,430,318,2837,136,0,0,0,12,R_23,10055,R_23,ES,-1,U_23,CT,2184,2024,04,1,00,00,00,-95.08284597,38.71850744,2076625,0.988,PLACE,26125,42,42,20059954102,200599541021031,2003,36840,1,E,100,POINTADDRESS
KS,KS0105,KS0040,CARBONDALE CITY LIBRARY,302 MAIN STREET,CARBONDALE,66414,9638,PO BOX 330,CARBONDALE,66414,M,OSAGE,7858367638,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,1324,R_23,1324,1,R_23,0,R_23,0,R_23,0,R_23,1.73,R_23,0,R_23,1.73,R_23,82998,R_23,20659,R_23,245,R_23,20525,R_23,124427,R_23,-9,H_23,-9,H_23,-9,H_23,9062,R_23,1378,R_23,956,R_23,11396,R_23,-9,H_23,104223,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,7663,R_23,1244434,R_23,2,R_23,654290,R_23,2315,R_23,28947,R_23,10008,R_23,28,R_23,0,R_23,82,R_23,82,R_23,2028,R_23,8892,R_23,CT,8175,R_23,ES,833,R_23,N,10216,R_23,3500,R_23,844,R_23,9372,R_23,2546,R_23,3390,R_23,12762,R_23,43,R_23,1123,R_23,1832,R_23,95,R_23,21,17,30,R_23,20,7,93,2,0,2620,R_23,631,464,808,R_23,226,491,2569,51,0,0,0,5,R_23,1366,R_23,CT,4762,R_23,ES,2112,2024,04,1,00,00,00,-95.69044201,38.81901748,2010600,0.979,PLACE,15824,42,42,20139010100,201390101001026,2002,45820,0,E,100,POINTADDRESS
KS,KS0106,KS0196,LYNDON CARNEGIE LIBRARY,127 E 6TH ST,LYNDON,66451,9833,P.O. BOX 563,LYNDON,66451,M,OSAGE,7858284520,ME,CI,SO,Y,CD1,N,01/01/2023,12/31/2023,1507,R_23,1507,1,R_23,0,R_23,0,R_23,0,R_23,1.65,R_23,0,R_23,1.65,R_23,93032,R_23,20454,R_23,256,R_23,13687,R_23,127429,R_23,-9,H_23,-9,H_23,-9,H_23,14717,R_23,3004,R_23,1656,R_23,19377,R_23,-9,H_23,123016,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,11353,R_23,1244434,R_23,492,R_23,654290,R_23,1924,R_23,28947,R_23,13934,R_23,165,R_23,2,R_23,82,R_23,84,R_23,1724,R_23,6103,R_23,CT,523,R_23,ES,1021,R_23,N,9935,R_23,3137,R_23,1599,R_23,8336,R_23,2546,R_23,4145,R_23,12481,R_23,385,R_23,2078,R_23,1888,R_23,76,R_23,25,35,6,R_23,4,6,69,7,0,950,R_23,277,322,74,R_23,27,250,848,102,0,0,0,10,R_23,1502,R_23,CT,13500,R_23,ES,3039,2024,04,1,00,00,00,-95.68336676,38.60876997,2013973,1.01,COUNTY SUBDIVISION,15824,42,42,20139010500,201390105002038,2002,45820,0,E,100,POINTADDRESS
KS,KS0107,KS0269,ROSSVILLE COMMUNITY LIBRARY,407 MAIN,ROSSVILLE,66533,9803,PO BOX 618,ROSSVILLE,66533,M,SHAWNEE,7855846454,ME,CI,SO,Y,CD1,N,01/01/2023,12/31/2023,1879,R_23,1879,1,R_23,0,R_23,0,R_23,0,R_23,2.65,R_23,0.05,R_23,2.7,R_23,124397,R_23,5819,R_23,0,R_23,60259,R_23,190475,R_23,93339,R_23,13512,R_23,106851,R_23,10021,R_23,5865,R_23,2171,R_23,18057,R_23,46796,R_23,171704,R_23,12500,R_23,0,R_23,0,R_23,11432,R_23,23932,R_23,17129,R_23,12317,R_23,1244434,R_23,103,R_23,654290,R_23,3617,R_23,28947,R_23,16120,R_23,83,R_23,2,R_23,82,R_23,84,R_23,2295,R_23,29629,R_23,CT,5763,R_23,ES,1409,R_23,N,22768,R_23,10440,R_23,2004,R_23,20764,R_23,2546,R_23,4550,R_23,25314,R_23,44,R_23,3647,R_23,5840,R_23,425,R_23,213,183,0,R_23,27,2,265,160,0,8672,R_23,2096,6030,0,R_23,438,108,6955,1717,0,0,0,10,R_23,4936,R_23,CT,14097,R_23,CT,17772,2024,04,1,00,00,00,-95.95220859,39.13852113,2017761,0.998,COUNTY SUBDIVISION,177746,42,42,20177003500,201770035002065,2002,45820,0,E,99,POINTADDRESS
KS,KS0108,KS0141,HORTON PUBLIC LIBRARY,809 1ST AVE. EAST,HORTON,66439,1807,809 1ST AVE. EAST,HORTON,66439,1807,BROWN,7854863326,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,1500,R_23,1500,1,R_23,0,R_23,0,R_23,0,R_23,1,R_23,0.9,R_23,1.9,R_23,67403,R_23,19793,R_23,296,R_23,5631,R_23,93123,R_23,-9,H_23,-9,H_23,-9,H_23,5610,R_23,3085,R_23,175,R_23,8870,R_23,-9,H_23,105712,R_23,0,R_23,0,R_23,0,R_23,208,R_23,208,R_23,1968,R_23,11694,R_23,1244434,R_23,423,R_23,654290,R_23,1787,R_23,28947,R_23,14410,R_23,506,R_23,2,R_23,82,R_23,84,R_23,1813,R_23,6268,R_23,CT,107,R_23,CT,1248,R_23,N,2597,R_23,461,R_23,773,R_23,1824,R_23,2546,R_23,3319,R_23,5143,R_23,30,R_23,522,R_23,831,R_23,205,R_23,58,32,23,R_23,13,79,190,0,15,2969,R_23,653,318,178,R_23,94,1726,2873,0,96,0,0,10,R_23,396,R_23,CT,15261,R_23,ES,709,2024,04,1,00,00,00,-95.52591153,39.66028316,2033200,0.985,PLACE,9250,43,43,20013480800,200134808003077,2002,-4,N,E,100,POINTADDRESS
KS,KS0109,KS0191,LINWOOD COMMUNITY LIBRARY DISTRICT #1,19649 LINWOOD RD,LINWOOD,66052,4554,P.O. BOX 80,LINWOOD,66052,M,LEAVENWORTH,9133013686,ME,LD,SO,Y,PL2,N,01/01/2023,12/31/2023,4287,R_23,4287,1,R_23,0,R_23,0,R_23,1,R_23,1,R_23,2.85,R_23,3.85,R_23,303547,R_23,5291,R_23,0,R_23,3537,R_23,312375,R_23,120839,R_23,9651,R_23,130490,R_23,17689,R_23,5202,R_23,4553,R_23,27444,R_23,96218,R_23,254152,R_23,0,R_23,0,R_23,0,R_23,34764,R_23,34764,R_23,0,R_23,9430,R_23,1328513,R_23,284,R_23,674992,R_23,2478,R_23,60993,R_23,12505,R_23,313,R_23,2,R_23,82,R_23,84,R_23,2730,R_23,7680,R_23,CT,44,R_23,CT,679,R_23,N,11873,R_23,5871,R_23,2305,R_23,9568,R_23,2865,R_23,5170,R_23,14738,R_23,477,R_23,3319,R_23,1633,R_23,633,R_23,64,88,2,R_23,313,166,614,19,0,4132,R_23,484,517,10,R_23,1565,1556,3367,765,0,0,0,2,R_23,215,R_23,CT,3803,R_23,CT,3996,2024,04,1,00,00,00,-95.03424049,39.00461943,2041475,10.33,PLACE,83518,41,41,20103071400,201030714002019,2002,28140,0,E,100,POINTADDRESS
